Master_ID,AI_Decision,Human_Decision,AI_Exclusion_Code,Human_Exclusion_Code,Title,Year,Venue,DOI,AI_Reason,Reviewer_Notes,Primary_Theme,Evidence_Level,Prediction_Target,Stock_Evidence,Prediction_Evidence,AI_Evidence,NonTarget_Evidence,Technical_Indicators,Fundamental_Data,Financial_News,Sentiment,Multimodal,Fusion,Optimization,XAI,Temporal_Validation
M-0790,Include,Exclude,,E12,Economic implications of enhanced stock market analysis using improved forecasting methods,2025,Expert Systems with Applications,10.1016/j.eswa.2025.127240,Explicit stock/equity forecasting task using AI/ML/DL.,,T1 Historical/technical forecasting,Abstract available,Price,csi 300; nasdaq; stock market; stock price,forecasting,hybrid model,crude oil; gold price; oil price,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-0837,Include,Exclude,,E12,Learning to understand financial risk contagion from a frequency-domain graph learning framework,2026,Expert Systems with Applications,10.1016/j.eswa.2026.131619,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Unclear,stock market,prediction,graph neural; neural network,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-0863,Include,Exclude,,E12,Return prediction: A tree-based conditional sort approach with firm characteristics,2024,Finance Research Letters,10.1016/j.frl.2023.104826,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Return,stock market,prediction; return prediction,machine learning,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-0921,Include,Exclude,,E04,"Exploring predictive prowess of ensemble machine learning models in banking stocks: A technical, fundamental, and macroeconomic analysis",2025,IIMB Management Review,10.1016/j.iimb.2025.100570,Explicit stock/equity forecasting task using AI/ML/DL.,,T1 Historical/technical forecasting,Abstract available,Unclear,stock prediction,prediction,gradient boosting; machine learning; random forest; xgboost,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear
M-0948,Include,Exclude,,E12,Relational Fusion-based Stock Selection with Neural Recursive Ordinary Differential Equation Networks,2024,Information Fusion,10.1016/j.inffus.2024.102468,Explicit stock/equity forecasting task using AI/ML/DL.,,T4 Multimodal/data fusion,Abstract available,Direction/Movement,stock market; stock movement,predict,neural network,,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear
M-1031,Include,Exclude,,E12,Systemic risk prediction using machine learning: Does network connectedness help prediction?,2024,International Review of Financial Analysis,10.1016/j.irfa.2024.103147,Explicit stock/equity forecasting task using AI/ML/DL.,,T7 Explainability/XAI,Abstract available,Unclear,stock market,predict; prediction,attention; gradient boosting; machine learning; neural network; support vector,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear
M-1068,Include,Exclude,,E12,"The more, the better? Predicting stock returns with local and global data",2026,Journal of Banking and Finance,10.1016/j.jbankfin.2026.107658,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Return,stock return,forecasting; return forecasting,machine learning,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-1154,Include,Exclude,,E03,Is the U.S. energy independence and Security Act of 2022 associated with stock market volatility?,2024,Utilities Policy,10.1016/j.jup.2024.101813,Explicit stock/equity forecasting task using AI/ML/DL.,,T3 Financial news/sentiment,Abstract available,Unclear,stock market,prediction,bert; lstm,,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear
M-1381,Include,Exclude,,E09,Synergy in Forecasting: A Comparative Study of Hybrid Transformer based Ensembles for Stock Market Prediction,2026,Procedia Computer Science,10.1016/j.procs.2026.06.479,Explicit stock/equity forecasting task using AI/ML/DL.,,T5 Transformer/attention,Abstract available,Unclear,stock market,forecast; forecasting; prediction,deep learning; machine learning; transformer,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-1425,Include,Exclude,,E09,EP-RNN: Error-projected recurrent neural network for time series forecasting,2026,Results in Engineering,10.1016/j.rineng.2026.110454,Explicit stock/equity forecasting task using AI/ML/DL.,,T1 Historical/technical forecasting,Abstract available,Unclear,stock market,forecasting,gru; lstm; neural network; recurrent neural; rnn,traffic flow,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-1499,Include,Exclude,,E12,Tree-based learning for high-fidelity prediction of chaos,2025,Scientific Reports,10.1038/s41598-025-25939-9,Explicit stock/equity forecasting task using AI/ML/DL.,,T1 Historical/technical forecasting,Abstract available,Unclear,stock market,forecasting; predict; prediction,lstm; machine learning; neural network,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear
M-1507,Include,Exclude,,E12,Pythagorean fuzzy time series approach based on hybrid high-order artificial neural network for nonlinear time series forecasting,2026,Scientific Reports,10.1038/s41598-026-58132-7,Explicit stock/equity forecasting task using AI/ML/DL.,,T1 Historical/technical forecasting,Abstract available,Unclear,s&p 500; stock market,forecasting,artificial intelligence; neural network,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes
M-1520,Include,Exclude,,E12,Stock price prediction for a trading strategy: embedding trading strategy into deep learning framework,2024,Applied Economics,10.1080/00036846.2023.2289912,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Multiple,stock market; stock price,forecasting; movement prediction; prediction; price movement,deep learning; machine learning,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-1528,Include,Exclude,,E12,Do government initiatives matter for green financial market volatility in BRICS economies? A systematic analysis using fuzzy-GARCH-LSTM modeling,2025,Applied Economics,10.1080/00036846.2025.2590110,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Unclear,market index; stock market,forecast; predict,lstm,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-1557,Include,Exclude,,E12,"“Darling, time horizon matters”: applying the CNN-LSTM method for predicting US equity ETFs",2026,Applied Economics Letters,10.1080/13504851.2024.2396550,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Unclear,equity market,forecasting; prediction,cnn; convolutional; hybrid model; lstm; neural network,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-1783,Include,Exclude,,E03,"A Comparative Study of Statistical, Machine Learning, and Deep Learning Models for Multivariate Gold Price Forecasting",2026,"2026 6th International Conference on Innovative Research in Applied Science, Engineering and Technology, IRASET 2026",10.1109/iraset68627.2026.11538489,Explicit stock/equity forecasting task using AI/ML/DL.,,T1 Historical/technical forecasting,Abstract available,Price,stock market,forecasting; prediction,deep learning; lstm; machine learning; xgboost,gold price,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear
M-1824,Include,Exclude,,E12,Human mobility and commercial real estate: Evidence from REIT operating performance,2025,Real Estate Economics,10.1111/1540-6229.70002,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Unclear,stock market,predict,machine learning,covid-19 cases,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-1859,Include,Exclude,,E08,A Dual-View Model for Stock Price Prediction of Internet-of-Thing Enterprises,2024,"Journal of Circuits, Systems and Computers",10.1142/s0218126624500178,Explicit stock/equity forecasting task using AI/ML/DL.,,T1 Historical/technical forecasting,Abstract available,Multiple,stock prediction; stock price; stock trend,forecasting; predict; prediction,attention; rnn,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-1955,Include,Exclude,,E08,A structural VAR and VECM modeling method for open-high-low-close data contained in candlestick chart,2024,Financial Innovation,10.1186/s40854-024-00622-6,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Unclear,stock market,forecasting,support vector,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-2053,Include,Exclude,,E12,Presenting a Hybrid Method to Overcome the Challenges of Determining the Uncertainty of Future Stock Price Identification,2024,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2024.0150327,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Price,stock market; stock price,forecast; forecasting; prediction,artificial intelligence; machine learning,,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-2090,Include,Exclude,,E12,Evaluation on stock market forecasting framework for AI and embedded real-time system,2024,International Journal of Data Mining and Bioinformatics,10.1504/ijdmb.2024.139448,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Price,stock market; stock price,forecast; forecasting; prediction,artificial intelligence; attention; neural network,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-2120,Include,Exclude,,E12,Time Series Data Generation by Linear Response Model An Application of Linear Response Theory to Finance,2024,Transactions of the Japanese Society for Artificial Intelligence,10.1527/tjsai.39-4_fin23-j,Explicit stock/equity forecasting task using AI/ML/DL.,,T1 Historical/technical forecasting,Abstract available,Price,stock prediction; stock price,forecasting; prediction,artificial intelligence; machine learning,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-2311,Include,Exclude,,E12,A Hybrid Model of Integrating Sentiment Analysis and Key Market Indicators for IPO Listing Trend Prediction,2024,"International Journal of Mathematical, Engineering and Management Sciences",10.33889/ijmems.2024.9.4.047,Explicit stock/equity forecasting task using AI/ML/DL.,,T3 Financial news/sentiment,Abstract available,Trend,stock market,forecasting; prediction; trend prediction,hybrid model; machine learning; random forest,,Unclear,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear
M-2318,Include,Exclude,,E12,Modeling Saudi stock index returns and volatility: a dual approach using GARCH and neural networks,2026,Frontiers in Artificial Intelligence,10.3389/frai.2026.1714822,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Unclear,stock index; stock market,forecast; forecasting,lstm; machine learning; neural network,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-2331,Include,Exclude,,E12,Integrating Merkle Trees with Transformer Networks for Secure Financial Computation,2024,Applied Sciences (Switzerland),10.3390/app14041386,Explicit stock/equity forecasting task using AI/ML/DL.,,T5 Transformer/attention,Abstract available,Price,stock price,prediction,artificial intelligence; bert; deep learning; roberta; transformer,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-2367,Include,Exclude,,E12,"Digital Leadership, Information Entropy, and Stock Price Volatility: Evidence from CEO Social Media Behavior",2026,Entropy,10.3390/e28020200,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Price,stock price,forecast; prediction,attention; bert; deep learning; lstm,volatility prediction,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-2385,Include,Exclude,,E12,Dynamic Energy Cascading Model for Stock Price Prediction in Enterprise Association Networks,2025,Electronics (Switzerland),10.3390/electronics14061221,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Price,s&p 500; stock price,forecasting; prediction,deep learning,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-2519,Include,Exclude,,E12,Intraday and Post-Market Investor Sentiment for Stock Price Prediction: A Deep Learning Framework with Explainability and Quantitative Trading Strategy,2025,Systems,10.3390/systems13050390,Explicit stock/equity forecasting task using AI/ML/DL.,,T7 Explainability/XAI,Abstract available,Price,stock price,forecasting; prediction,deep learning; lstm; neural network,,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Unclear
M-2532,Include,Exclude,,E12,Wavelet Based Financial Forecast Ensemble Featuring Hybrid Quantum-Classical LSTM Model,2024,WSEAS Transactions on Business and Economics,10.37394/23207.2024.21.151,Explicit stock/equity forecasting task using AI/ML/DL.,,T9 Other relevant AI stock forecasting,Abstract available,Price,stock forecasting; stock market; stock prediction; stock price,forecast; forecasting; predict; prediction; price movement,lstm; machine learning; neural network,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
M-2752,Include,Exclude,,E12,GTCOA: a novel golden t-distribution chaotic optimization algorithm and its application in Transformer-LSTM for stock forecasting,2026,PeerJ Computer Science,10.7717/peerj-cs.3933,Explicit stock/equity forecasting task using AI/ML/DL.,,T5 Transformer/attention,Abstract available,Price,djia; dow jones; stock forecasting; stock price,forecasting; prediction,lstm; transformer,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear
M-2764,Include,Exclude,,E12,ANALYSIS OF THE IMPACT OF INTELLIGENT INVESTMENT DECISIONS OF SECURITIES INSTITUTIONS ON STOCK PRICE PREDICTION,2025,Journal of Environmental Protection and Ecology,,Explicit stock/equity forecasting task using AI/ML/DL.,,T5 Transformer/attention,Abstract available,Price,s&p 500; stock index; stock market; stock price,forecasting; prediction,attention; catboost; cnn; deep learning; gradient boosting; hybrid model; machine learning,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
