UID,Title,Authors,Year,Venue,DOI,Abstract,Keywords,Document_Type,Scopus,ScienceDirect,Elicit,Query_Hits,Master_ID,Document_Class,Stock_Domain,Eligible_Target,AI_ML_DL,Empirical_Evaluation,Strong_Stock_Target_Context,Adjacent_Target_Context,NonStock_Domain_Context,Direct_Core_Evidence,Strategic_Theme_Count,Relevance_Score,Working_Relevance_Tier,Research_Use,Elicit_Priority,Gap_Dimensions_Evidenced,Stock_Evidence,Target_Evidence,AI_Evidence,Empirical_Evidence,Stock_Target_Sentence_Evidence,Adjacent_Evidence,NonStock_Evidence,Historical_Data,Technical_Indicators,Fundamental_Data,Financial_News,Social_Media,Sentiment,FinBERT_BERT_RoBERTa,LLM_FinGPT,Multimodal,Fusion,Transformer_Attention,LSTM_GRU,Optimization,Metaheuristic,XAI,Temporal_Validation,Indian_Market,Multi_Stock,Historical_Data_Evidence,Technical_Indicators_Evidence,Fundamental_Data_Evidence,Financial_News_Evidence,Social_Media_Evidence,Sentiment_Evidence,FinBERT_BERT_RoBERTa_Evidence,LLM_FinGPT_Evidence,Multimodal_Evidence,Fusion_Evidence,Transformer_Attention_Evidence,LSTM_GRU_Evidence,Optimization_Evidence,Metaheuristic_Evidence,XAI_Evidence,Temporal_Validation_Evidence,Indian_Market_Evidence,Multi_Stock_Evidence
title:integrating arima and garch components within recurrent neural cells for enhanced time series prediction,Integrating ARIMA and GARCH Components within Recurrent Neural Cells for Enhanced Time-Series Prediction,Kingphai K.,2026,Burapha Science Journal,,"Background and Objectives: Financial time-series forecasting remains challenging due to the complex interaction between linear dependencies, nonlinear temporal patterns, and time-varying volatility in financial markets. Traditional statistical models such as Autoregressive Integrated Moving Average (ARIMA) and Generalized Autoregressive Conditional Heteroskedasticity (GARCH) provide interpretable representations of linear dynamics and volatility clustering but often struggle to capture nonlinear relationships in high-frequency data. Deep learning approaches, particularly Recurrent Neural Networks (RNNs) and Long Short-Term Memory (LSTM) models, can learn nonlinear sequence representations but typically rely on implicit feature learning without incorporating established statistical structures. Most hybrid approaches use pipeline-based integration, where statistical features are computed externally and fed into neural networks, limiting interaction between statistical structure and neural dynamics. This study develops a unified forecasting framework that integrates classical time-series operators directly within recurrent neural network cell dynamics, enabling joint modeling of temporal dependencies, nonlinear sequence dynamics, and time-varying uncertainty within a single end-to-end trainable system. Methodology: This study proposes a statistically augmented recurrent forecasting framework in which classical statistical operators are embedded directly into the hidden-state transitions of recurrent neural network architectures. Six hybrid models are developed by integrating ARIMA and volatility-based components into both RNN and LSTM structures, resulting in ARIMA–RNN, Volatility–RNN, GARCH–RNN, ARIMA–LSTM, Volatility–LSTM, and GARCH–LSTM architectures. In these models, statistical coefficients are treated as trainable parameters and jointly optimized with neural network weights using backpropagation through time, enabling unified end-to-end learning. Empirical evaluation is conducted using intraday financial data sampled at five-minute intervals from seven highly liquid U.S. technology stocks commonly referred to as the ""Magnificent Seven"": Apple, Microsoft, Amazon, Alphabet, Meta, NVIDIA, and Tesla. Each observation includes open, high, low, close, and trading volume variables (OHLCV). Time-series forecasting is formulated using a sliding-window approach with a look-back window of 30 time steps. The dataset covers the period from January to September 2025 and is chronologically divided into training and testing sets using an 80/20 temporal split to avoid look-ahead bias. Time-series cross-validation with an expanding window strategy is used for model evaluation. Forecasting performance is assessed using Root Mean Squared Error (RMSE) and Mean Absolute Percentage Error (MAPE), and statistical significance is evaluated using the Scheirer-Ray-Hare test within each architecture group and Wilcoxon signed-rank tests between groups. Main Results: The LSTM Baseline achieves the lowest overall average RMSE of 3.4955 and MAPE of 0.0080, outperforming all hybrid configurations in aggregate. Asset characteristics are the primary driver of forecasting accuracy, confirmed by a dominant stock effect across both architecture groups (Scheirer-Ray-Hare: H > 18, p < 0.005), while model selection does not produce statistically significant differences overall. LSTM-based models generally achieve lower average errors than ungated RNN architectures (RMSE 4.038 vs 4.233; MAPE 0.0092 vs 0.0107), though this difference is not statistically significant (Wilcoxon: W = 4890, p = 0.925). Statistically augmented models do not universally outperform baselines. Notably, GARCH–LSTM records the highest RMSE of 14.927 on META, suggesting that misalignment between statistical priors and event-driven volatility can amplify forecasting errors. However, during high-volatility periods, GARCH–LSTM achieved a lower MAE of 3.270 compared to the LSTM Baseline of 4.756, suggesting selective advantages for hybrid models under elevated market volatility. Conclusions: The findings show that no single architecture consistently dominates across all assets, reflecting the heterogeneous nature of financial markets. The LSTM Baseline achieves the strongest overall performance, outperforming all hybrid configurations in aggregate. Statistical augmentation does not universally improve forecasting accuracy, and these results suggest that effective forecasting depends more on aligning model design with asset-specific characteristics than on increasing model complexity. However, hybrid models such as GARCH–LSTM showed selective advantages during high-volatility periods, suggesting that selective deployment during elevated market conditions may be more practical than general-purpose use. Several limitations should be noted. First, the evaluation is restricted to large-cap U.S. technology stocks at a single five-minute frequency, and it remains unclear whether the findings generalize to other asset classes or sampling intervals. Second, the embedded statistical coefficients are not explicitly constrained to satisfy classical parameter restrictions, as they are treated as learnable weights optimized through backpropagation rather than statistically inferred parameters. Future research should explore the application of this framework to broader asset classes such as bonds, commodities, and cryptocurrencies, as well as alternative sampling frequencies. Regime-aware model selection, where statistical priors are adaptively weighted based on real-time market conditions, represents a promising direction. Additionally, predicting returns rather than raw prices should be investigated to better align with the stationarity assumptions underlying classical ARIMA and GARCH formulations. © 2026, Burapha University Faculty of Science. All rights reserved.",Deep learning; Financial modelling; Machine learning; Rime-series forecasting; Stock price prediction,Article,Yes,No,No,SC01; SC05; SC06,M-2788,Primary/Other,Yes,Price; Return,Yes,Yes,No,No,,Yes,4,22,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Technical_Indicators; Optimization; XAI; Temporal_Validation,stock price,predicting returns; price prediction; stock price,deep learning; hybrid models; lstm; machine learning; neural network; neural networks; recurrent neural; rnn,accuracy; dataset; evaluated; evaluation; mae; mape; outperform; rmse; testing; training,,,,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Yes,Yes,Unclear,Unclear,ohlcv; trading volume; volume,moving average,,,,,,,,,,long short-term memory; lstm; recurrent neural; rnn,optimized,,interpretable,expanding window; temporal split; time-series cross-validation,,
doi:10.3390/math14173161,Machine Learning-Based Stock Return Prediction: Evidence from the Saudi Arabian Stock Market (Tadawul),Altharwi S.; Ismail M.T.,2026,Mathematics,10.3390/math14173161,"Return predictability on the Saudi Arabian Stock Exchange (Tadawul), the largest equity market in the Middle East, remains underexplored relative to its structural distinctiveness as an oil-linked, retail-dominated emerging market. We compare 11 predictive models spanning five linear (regularised) regressors, three tree-based ensembles, and three stacked hybrid architectures. This comparison quantifies the improvement that nonlinear and ensemble methods offer over linear benchmarks for daily return prediction in this setting and identifies which method delivers the best accuracy-versus-cost trade-off for practical deployment. Using 28,750 daily observations (January 2015–December 2025), we constructed a 40-feature technical signal space spanning six families and evaluated all 11 models under a strict chronological train–validate–test protocol with an 18-month sealed holdout. A Lasso–XGBoost stacked ensemble achieves the lowest test RMSE of 0.906 and an out-of-sample Information Coefficient of 0.133, outperforming linear benchmarks by 15–27% in forecast error. Translated into a long-short strategy subject to 0.6% round-trip transaction costs, the optimal model delivers a Sharpe ratio of 0.587, an 81.1% win rate and a maximum drawdown of (Formula presented.) across 758 trades. Sensitivity analysis confirms robustness across hyperparameter grids and rolling estimation windows. Bollinger Band Width, cross-sectional stock identity and lagged MACD signals collectively dominate feature importance rankings. © 2026 by the authors.",backtesting; emerging markets; ensemble methods; information coefficient; Lasso–XGBoost; machine learning; Saudi Tadawul; sensitivity analysis; stock return prediction; technical analysis,Article,Yes,No,No,SC01; SC06,M-2501,Primary/Other,Yes,Return,Yes,Yes,Yes,No,,Yes,4,22,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Technical_Indicators; XAI; Temporal_Validation; Multi_Stock,equity market; stock market; stock return,return prediction; stock return,machine learning; xgboost,accuracy; backtesting; benchmarks; comparison; evaluated; rmse,Machine Learning-Based Stock Return Prediction: Evidence from the Saudi Arabian Stock Market (Tadawul),,,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Yes,,bollinger; macd; technical analysis,,,,,,,,,,,,,feature importance,out-of-sample,,cross-sectional
doi:10.1145/3810185,Semantic Graph Based Learning for Trend Prediction from Long Financial Documents,Xia B.; Gupta A.; Zaki M.J.,2026,ACM Transactions on Management Information Systems,10.1145/3810185,"Language models (LMs) have shown great promise in generative and predictive tasks. However, they do not explicitly incorporate semantic relations, and despite the progress in increasing the context size, they still struggle with long documents. Since abstract meaning representation (AMR), which is a graph-based representation of text to preserve its semantic relations, can encode semantic relationships at a deeper level, it can be beneficially utilized by graph neural networks (GNNs) for constructing effective document-level graph representations built upon LM embeddings for predictive tasks. We propose FLAG, an AMR-based framework to generate document-level embeddings via GNNs for long document classification tasks. We construct document-level graphs from sentence-level AMR graphs, endow them with finance-specific LM word embeddings, apply a GNN-based deep learning mechanism, and examine the efficacy of our AMR-based approach in predicting trends from financial documents. Extensive experiments on several different tasks are conducted on two large datasets of quarterly earnings call transcripts. We find that FLAG outperforms fine-tuning LMs directly on text in predicting stock price movement trends, as well as previous work utilizing document graphs and GNNs for text classification. Finally, we demonstrate our AMR-graph-based approach’s potential for explainability via a case study. © 2026 Copyright held by the owner/author(s).",abstract meaning representation; conference call transcripts; document representation; earnings calls; graph neural networks; language models; Long financial documents; predictive analytics; stock trend prediction; Abstracting; Classification (of information); Computational linguistics; Deep learning; Electronic trading; Finance; Graph embeddings; Graph neural networks; Graph theory; Graphic methods; Information management; Information systems; Large datasets; Natural language processing systems; Sales; Semantic Web; Semantics; Text processing; Abstract meaning representation; Conference call transcript; Document Representation; Earning call; Graph neural networks; Language model; Level graphs; Long financial document; Semantic relations; Stock trend prediction; Predictive analytics,Article,Yes,No,No,SC01; SC05,M-1897,Primary/Other,Yes,Price; Direction/Movement; Trend,Yes,Yes,Yes,No,,Yes,3,22,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,High,Fundamental_Data; Financial_News; XAI,stock price; stock trend,price movement; stock price; stock trend; trend prediction,deep learning; gnn; graph neural; neural networks,datasets; experiments; outperforms,"We find that FLAG outperforms fine-tuning LMs directly on text in predicting stock price movement trends, as well as previous work utilizing document graphs and GNNs for text classification.",,,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,,earnings,earnings call,,,,,,,,,,,explainability,,,
doi:10.51537/chaos.1685791,Decoding Real Estate Stock Prices in Emerging Markets: An Explainable AI-Enhanced Fuzzy Logic and Machine Learning Framework,Pham T.T.,2025,Chaos Theory and Applications,10.51537/chaos.1685791,"Stock price prediction in emerging markets is challenging due to volatility, inefficiencies, and complex macroeconomic interactions. Traditional econometric models struggle to capture nonlinear dynamics, limiting their predictive power. This study proposes a hybrid AI-driven forecasting framework integrating Fuzzy Logic, Particle Swarm Optimization (PSO), and Explainable AI (XAI) with Machine Learning (ML) to enhance both accuracy and interpretability. Using data from 22 publicly traded Vietnamese real estate firms (2013–2024), the model combines financial indicators (e.g., book value, earnings per share) with macroeconomic variables (e.g., CPI, oil prices, Federal Reserve rates). The hybrid approach outperforms traditional models, achieving an R2 of 96% compared to prior benchmarks (R2 ≤ 82%). XAI techniques, particularly SHAP, reveal key stock price drivers such as firm size and interest rate fluctuations, offering deeper insights for investors and policymakers. This study extends the (Fama and French 1993) and Arbitrage Pricing Theory (APT) frameworks, integrating AI-based feature interpretation for improved decision-making. The findings have significant implications for portfolio management, risk assessment, and regulatory oversight, equipping stakeholders with a robust tool to navigate market uncertainties. © (2025), (Akif AKGUL). All rights reserved.",KEYWORDS Explainable AI (XAI) Fuzzy logic Machine learning Real estate companies Stock price prediction,Article,Yes,No,No,SC01; SC05,M-2630,Primary/Other,Yes,Price,Yes,Yes,Yes,No,,Yes,3,22,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Fundamental_Data; Metaheuristic; XAI,stock price; stock prices,price prediction; stock price; stock prices,machine learning,accuracy; benchmarks; outperforms; r2,"Decoding Real Estate Stock Prices in Emerging Markets: An Explainable AI-Enhanced Fuzzy Logic and Machine Learning Framework || Stock price prediction in emerging markets is challenging due to volatility, inefficiencies, and complex macroeconomic interactions. || XAI techniques, particularly SHAP, reveal key stock price drivers such as firm size and interest rate fluctuations, offering deeper insights for investors and policymakers.",,,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,,,book value; earnings; earnings per share,,,,,,,,,,,particle swarm; pso,explainable; interpretability; shap; xai,,,
doi:10.1109/dese68208.2025.11367900,"Firm Size, Risk-Taking and Firm Performance: a Machine Learning Approach Using FTSE 100 Firms",Ayegbusi P.L.; Ghareeb S.; Mustafina J.,2025,"Proceedings - 18th International Conference on Developments in eSystems Engineering, DeSE 2025",10.1109/dese68208.2025.11367900,"This study examines how firm size shapes performance and risk-taking among FTSE 100 firms from 2018-2023, a period spanning Brexit and COVID-19 market turbulence. Using daily market data, performance is defined by next-day stock price direction, firm size by the logarithm of market capitalization, and risk-taking by rolling return volatility. A comparative supervised machine-learning framework evaluates Logistic Regression, Support Vector Machines, Random Forest, Extra Trees, Decision Trees, Gradient Boosting, and K-Nearest Neighbors on scaled features that include volatility, leverage, and capital intensity, with cross-validated out-of-sample tests. The main contribution is UK-specific evidence that a regularized linear classifier (Logistic Regression) achieves state-of-the-art accuracy while preserving interpretability for corporate finance decisions, outperforming more flexible non-linear models on noisy, high-frequency equity data. Logistic Regression attains the top performance (97 % accuracy; ROC-AUC 0.98), with SVM close behind; tree ensembles consistently rank volatility as the most influential predictor of performance. Empirically, larger firms exhibit more stable returns and lower unstructured risk, consistent with superior risk management capacity. Practically, the results provide a reproducible screening pipeline for FTSE 100 equities by risk profile and size, and theoretically they indicate that the dominant decision boundary in this feature space is near-linear.  © 2025 IEEE.",firm size; FTSE 100; Logistic Regression; machine learning; risk-taking; stock performance; volatility; Commerce; Decision trees; Economic analysis; Electronic trading; Financial markets; Investments; Logistic regression; Nearest neighbor search; Random forests; Risk management; Support vector regression; Firm Performance; Firm size; FTSE 100; Logistics regressions; Machine learning approaches; Machine-learning; Performance; Risk taking; Stock performance; Volatility; Learning systems,Conference paper,Yes,No,No,SC06,M-1747,Conference,Yes,Price; Direction/Movement,Yes,Yes,Yes,No,,Yes,3,22,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Low,Fundamental_Data; XAI; Temporal_Validation,ftse; stock price,price direction; stock price,gradient boosting; machine learning; random forest; support vector; svm,accuracy; auc; comparative,"Using daily market data, performance is defined by next-day stock price direction, firm size by the logarithm of market capitalization, and risk-taking by rolling return volatility.",,,Yes,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,market data,,market capitalization,,,,,,,,,,,,interpretability,out-of-sample,,
doi:10.1007/s10462-024-11037-1,Improving Real Estate Investment Trusts (REITs) time-series prediction accuracy using machine learning and technical analysis indicators,Habbab F.Z.; Kampouridis M.; Papastylianou T.,2025,Artificial Intelligence Review,10.1007/s10462-024-11037-1,"The primary goal of investors who include Real Estate Investment Trusts (REITs) in their portfolios is to achieve better returns while reducing the overall risk of their investments. REITs are entities responsible for owning and managing real estate properties. To achieve greater returns while reducing risk, it is essential to accurately predict future REIT prices. This study explores the predictive capability of five different machine learning algorithms used to predict REIT prices. These algorithms include Ordinary Least Squares Linear Regression, Support Vector Regression, k-Nearest Neighbours Regression, Extreme Gradient Boosting, and Long/Short-Term Memory Neural Networks. Additionally, historical REIT prices are supplemented with Technical Analysis indicators (TAIs) to aid in price predictions. While TA indicators are commonly used in stock market forecasting, their application in the context of REITs has remained relatively unexplored. The study applied these algorithms to predict future prices for 30 REITs from the United States, United Kingdom, and Australia, along with 30 stocks and 30 bonds. After obtaining our price predictions, we employ a Genetic Algorithm (GA) to optimise weights of a diversified portfolio. Our results reveal several key findings: (i) all machine learning algorithms demonstrated low average and standard deviation values in the error rate distributions, outperforming commonly used statistical benchmarks such as Holt’s Linear Trend Method (HLTM), Trigonometric Box-Cox Autoregressive Time Series (TBATS), and Autoregressive Integrated Moving Average (ARIMA); (ii) incorporating Technical Analysis indicators in the ML algorithms resulted in a significant reduction in prediction errors, up to 60% in some cases; and (iii) a multi-asset portfolio constructed using predictions that incorporated Technical Analysis indicators outperformed a portfolio based solely on predictions derived from past prices. Furthermore, this study employed Shapley Value-based techniques, specifically SHAP and SAGE, to analyse the importance of the features used in the analysis. These techniques provided additional evidence of the value added by Technical Analysis indicators in this context. © The Author(s) 2024.",Financial time-series; Machine learning; REITs; Technical analysis; Adversarial machine learning; Financial markets; Long short-term memory; Support vector regression; Time series; Financial time series; Machine learning algorithms; Machine-learning; Prediction accuracy; Predictive capabilities; Price prediction; Real estate investment trusts; Real estate properties; Technical analysis; Time series prediction; Time series analysis,Article,Yes,No,No,SC01; SC05,M-0105,Primary/Other,Yes,Price,Yes,Yes,Yes,No,,Yes,3,22,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Technical_Indicators; Metaheuristic; XAI,stock market,future prices; price prediction,gradient boosting; machine learning; neural networks; support vector,accuracy; benchmarks,"While TA indicators are commonly used in stock market forecasting, their application in the context of REITs has remained relatively unexplored.",,,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Yes,Yes,Unclear,Unclear,Unclear,time series,moving average; technical analysis,,,,,,,,,,long short-term memory,,genetic algorithm,shap,,,
doi:10.3390/systems13050390,Intraday and Post-Market Investor Sentiment for Stock Price Prediction: A Deep Learning Framework with Explainability and Quantitative Trading Strategy,Sun G.; Li Y.,2025,Systems,10.3390/systems13050390,"The inherent uncertainty and information asymmetry in financial markets create significant challenges for accurate price forecasting. Although investor sentiment analysis has gained traction in recent research, the temporal dimension of sentiment dynamics remains underexplored. This study develops a novel framework that enhances stock price prediction by integrating time-partitioned investor sentiment, while improving model interpretability via Shapley additive explanations (SHAP) analysis. Employing the ERNIE (enhanced representation through knowledge integration) 3.0 model for sentiment extraction from China’s Eastmoney Guba stock forum, we quantitatively distinguish intraday and post-market investor sentiment then integrate these temporal components with technical indicators through neural network architecture. Our results indicate that temporal sentiment partitioning effectively reduces uncertainty. Empirical evidence demonstrates that our long short-term memory (LSTM) model integrating intraday and post-market sentiment indicators achieves better prediction accuracy, and SHAP analysis reveals the importance of intraday and post-market investor sentiment to stock price prediction models. Implementing quantitative trading strategies based on these insights generates significantly more annualized returns for representative stocks with controlled risk, outperforming sentiment-agnostic and non-temporal sentiment models. This research provides methodological innovations for processing temporal unstructured data in finance, while the SHAP framework offers regulators and investors actionable insights into sentiment-driven market dynamics. © 2025 by the authors.",explainable AI; investor sentiment; LSTM; quantitative trading; stock price prediction; time-dependent variation; Cost benefit analysis; Emotion Recognition; Financial markets; Investments; Strategic planning; Explainable AI; Investor's sentiments; Learning frameworks; Quantitative trading; Shapley; Short term memory; Stock price prediction; Time dependent variations; Trading strategies; Uncertainty; Cost estimating,Article,Yes,No,No,SC01; SC02; SC05,M-2519,Primary/Other,Yes,Price,Yes,Yes,Yes,Yes,,Yes,3,22,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Technical_Indicators; Sentiment; XAI,stock price,price forecasting; price prediction; stock price,deep learning; lstm; neural network,accuracy,"Intraday and Post-Market Investor Sentiment for Stock Price Prediction: A Deep Learning Framework with Explainability and Quantitative Trading Strategy || This study develops a novel framework that enhances stock price prediction by integrating time-partitioned investor sentiment, while improving model interpretability via Shapley additive explanations (SHAP) analysis. || Empirical evidence demonstrates that our long short-term memory (LSTM) model integrating intraday and post-market sentiment indicators achieves better prediction accuracy, and SHAP analysis reveals the importance of intraday and post-market investor sentiment to stock price prediction models.",trading strategies; trading strategy; investor sentiment; market sentiment; sentiment analysis,,Unclear,Yes,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,technical indicators,,,,sentiment,,,,,,long short-term memory; lstm,,,explainability; explainable; interpretability; shap,,,
doi:10.1016/j.frl.2025.108146,Selective news selection model for explainable stock prediction via cross-attention integration,Jang J.,2025,Finance Research Letters,10.1016/j.frl.2025.108146,"This study proposes a News Selection Model (NSM) that adaptively identifies market-relevant news from daily information streams for stock price prediction. Traditional approaches either aggregate all available news or rely on predefined filters, both suffering from information overload or missing critical market-moving news. Our framework employs a differentiable Top-K selection mechanism to identify the most informative headlines, which are then integrated with historical price data through cross-attention mechanisms. Experimental results on four major global indices (S&P 500, NASDAQ, CSI-300, KOSPI 200) demonstrate that NSM achieves an average of 16.5% performance improvement in MAE compared to state-of-the-art models while processing only five selected news items daily. The framework provides explainable predictions by transparently presenting which specific news headlines influenced the model's decisions, addressing the black-box problem in financial AI. This explainability feature enables financial practitioners to understand and trust AI-driven predictions, making the approach practically valuable for investment decision-making. © 2025 Elsevier Inc.",Deep learning; Explainable AI; Financial machine learning; News selection; Stock prediction,Article,Yes,Yes,No,SC01; SC05; SD01; SD02; SD05,M-0877,Primary/Other,Yes,Price,Yes,Yes,Yes,No,,Yes,4,22,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Financial_News; Fusion; XAI; Multi_Stock,kospi; nasdaq; s&p 500; stock prediction; stock price,price prediction; stock price,attention; deep learning; machine learning,experimental; mae,Selective news selection model for explainable stock prediction via cross-attention integration || This study proposes a News Selection Model (NSM) that adaptively identifies market-relevant news from daily information streams for stock price prediction.,,,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,historical price,,,news headlines,,,,,,cross-attention,,,,,explainability; explainable,,,global indices
doi:10.1109/icrais66073.2025.11234728,Stock Price Prediction with Optimized XGBoost: A Comprehensive Benchmark Against Deep Learning Approaches,Shah A.; Ankalaki S.,2025,"3rd International Conference on Recent Advances in Information Technology for Sustainable Development, ICRAIS 2025 - Proceedings",10.1109/icrais66073.2025.11234728,"Historical medium-term stock price prediction remains a critical but challenging endeavor regardless of market turbulence, non-stationarity and high computational complexities of recent prediction models. In this work, a Bayesian-tuned Extreme Gradient Boosting (XGBoost) pipeline is advanced to be specifically suitable for 60-day ahead stock price prediction. This approach also includes inclusion of strict walk-forward validation, hardware-aware parallel computation and interpretable feature identification from SHAP values. Based on 14 years of NASDAQ history, the estimated optimal XGBoost model has produced an RMSE of 4.23 on the stock price ticker AAPL with a reduction in error by 34.78% over a baseline bi-directional LSTM model while training 9.1 times faster and using 89.3% less GPU time. Back-testing on simulations of trading resulted in a very high cumulative portfolio return in five years, beating deep learning and buy and hold baselines. The model maintained an excellent performance in financial, technology, healthcare, energy and consumer sectors even during high volatility periods like the COVID-19 crash. All these outcomes prove the potential of using optimized gradient boosting models in achieving high accuracy and interpretable solutions for real-time financial prediction and algorithmic trading. ©2025 IEEE.",Algorithmic Trading; Bayesian Optimization; Financial Forecasting; LSTM; XGBoost; Bayesian networks; Commerce; Costs; Electronic trading; Financial markets; Forecasting; Investments; Prediction models; Algorithmic trading; Bayesian optimization; Financial forecasting; Gradient boosting; Learning approach; LSTM; Medium term; Non-stationarities; Stock price prediction; Xgboost; Deep learning,Conference paper,Yes,No,No,SC06,M-1778,Conference,Yes,Price,Yes,Yes,Yes,Yes,,Yes,3,22,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Low,Optimization; XAI; Temporal_Validation,nasdaq; stock price,price prediction; stock price,deep learning; gradient boosting; lstm; xgboost,accuracy; benchmark; rmse; testing; training,"Stock Price Prediction with Optimized XGBoost: A Comprehensive Benchmark Against Deep Learning Approaches || Historical medium-term stock price prediction remains a critical but challenging endeavor regardless of market turbulence, non-stationarity and high computational complexities of recent prediction models. || In this work, a Bayesian-tuned Extreme Gradient Boosting (XGBoost) pipeline is advanced to be specifically suitable for 60-day ahead stock price prediction. || Based on 14 years of NASDAQ history, the estimated optimal XGBoost model has produced an RMSE of 4.23 on the stock price ticker AAPL with a reduction in error by 34.78% over a baseline bi-directional LSTM model while training 9.1 times faster and using 89.3% less GPU time.",algorithmic trading,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Yes,Yes,Unclear,Unclear,,,,,,,,,,,,lstm,bayesian optimization; optimized,,interpretable; shap,forward validation; walk-forward,,
doi:10.1016/j.compeleceng.2024.109302,Explainable hybrid quantum neural networks for analyzing the influence of tweets on stock price prediction,Gandhudi M.; P.J.A. A.; Fiore U.; G.R. G.,2024,Computers and Electrical Engineering,10.1016/j.compeleceng.2024.109302,"Stock price prediction is a complex and challenging activity for organizations and investors to predict future returns. While machine learning and deep learning methods are widely used for stock closing price prediction, these methods have some drawbacks, including high scalability, slow convergence, and poor generalization performance. Furthermore, because those models are inherently black-box, it is challenging to comprehend the logic underlying their forecasts. This study presents an explainable hybrid quantum neural network to investigate the influence of tweets on a stock price prediction. The datasets used in this analysis include the stock prices of six different organizations as well as the 4 million+ tweets written on X (previously Twitter). The proposed methodology finds the average sentiment score of daily tweets using a transformer model which is combined with historical stock data. The proposed hybrid genetic algorithm based quantum neural network predicts the future stock closing price more accurately and uses explainable artificial intelligence methods to investigate the influence of average sentiment score of tweets and compute each attribute contribution towards the outcome. The proposed hybrid quantum neural network outperforms the other existing classical machine learning and quantum inspired machine learning algorithms by achieving a model accuracy (R2) greater than 99% in the prediction of stock prices for the six different organizations. Further, based on the explainability analysis, we observe that the tweets do not influence stock price to a greater extent. © 2024 Elsevier Ltd",Explainable artificial intelligence; Genetic algorithm; Quantum neural networks; Sentiment analysis; Stock price prediction; Transformer model; Costs; Deep learning; Electronic trading; Financial markets; Forecasting; Investments; Learning algorithms; Learning systems; Sentiment analysis; Explainable artificial intelligence; Learning methods; Machine-learning; Price prediction; Quantum neural networks; Sentiment analysis; Sentiment scores; Stock price; Stock price prediction; Transformer modeling; Genetic algorithms,Article,Yes,Yes,No,SC01; SC04; SC05; SD01; SD02; SD04; SD05,M-0561,Primary/Other,Yes,Price,Yes,Yes,Yes,Yes,,Yes,4,22,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Sentiment; Transformer_Attention; Metaheuristic; XAI,stock price; stock prices,closing price; price prediction; stock price; stock prices,artificial intelligence; deep learning; machine learning; neural network; neural networks; transformer,accuracy; datasets; outperforms; r2,"Explainable hybrid quantum neural networks for analyzing the influence of tweets on stock price prediction || Stock price prediction is a complex and challenging activity for organizations and investors to predict future returns. || This study presents an explainable hybrid quantum neural network to investigate the influence of tweets on a stock price prediction. || The datasets used in this analysis include the stock prices of six different organizations as well as the 4 million+ tweets written on X (previously Twitter). || The proposed hybrid quantum neural network outperforms the other existing classical machine learning and quantum inspired machine learning algorithms by achieving a model accuracy (R2) greater than 99% in the prediction of stock prices for the six different organizations. || Further, based on the explainability analysis, we observe that the tweets do not influence stock price to a greater extent. © 2024 Elsevier Ltd",sentiment analysis,,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,closing price,,,,tweets; twitter,sentiment; sentiment score; sentiment scores,,,,,transformer,,,genetic algorithm,explainability; explainable,,,
