UID,Title,Authors,Year,Venue,DOI,Abstract,Keywords,Document_Type,Scopus,ScienceDirect,Elicit,Query_Hits,Master_ID,Evidence_Level,Screening_Decision,Exclusion_Code,Exclusion_Reason,Stock_Evidence,Prediction_Evidence,AI_Evidence,NonTarget_Evidence
doi:10.1002/for.70167,Media and Business Cycle Predictability,Baz S.; Cathcart L.; Michaelides A.,2026,Journal of Forecasting,10.1002/for.70167,"We construct empirical measures of US business-cycle activity based on media mentions of the word “recession” in financial newspapers. The MRIs (media recession indicators) are useful predictors of US economic activity, both in-sample and out-of-sample. Moreover, they compare favorably with existing business-cycle predictors (term premium, purchasing managers' index, consumer sentiment index and real stock market returns). Furthermore, we show that the MRIs are useful predictors of the probability of a US recession 6 months in advance. Our findings also suggest that constructing and using a more sophisticated sentiment-weighted index does not lead to economically significant improvements in business cycle predictability. © 2026 John Wiley & Sons Ltd.",business cycles; coincident and leading indicators; media; out-of-sample predictability; recessions; Economics; Electronic trading; Investments; Activity-based; Business cycles; Coincident indicators; Economic activities; Empirical measure; Leading indicators; Medium; Out-of-sample predictability; Purchasing managers' indices; Recession; Financial markets,Article,Yes,No,No,SC06,M-0040,Abstract available,Exclude,E07,Sentiment analysis related to stocks but no explicit eligible stock forecasting task,stock market,,,
doi:10.1002/for.70192,Forecasting Volatility in the Chinese Stock Market Using Deep Learning-Based Hybrid Factor Models,Hu N.; Tian F.,2026,Journal of Forecasting,10.1002/for.70192,"This paper develops deep learning-based hybrid factor models for forecasting firm-specific volatility in the Chinese stock market. The proposed models integrate deep learning-based instrumented principal component analysis (IPCA) with an autoregressive module, allowing a rich set of observable features to inform the extraction of forecasting-relevant common factors and factor loadings while accounting for the persistent dynamics of volatility. The empirical results show that the hybrid models can effectively forecast firm-specific volatility over the full out-of-sample period and during extreme market episodes. Furthermore, we conduct a detailed investigation into the marginal contributions of different feature groups over time. The results indicate that factors such as price trends, sentiment measures, money and credit indicators, stock market variables, and cumulative news sentiment significantly improve the accuracy of volatility forecasts. © 2026 John Wiley & Sons Ltd.",deep learning; latent factor model; stock market; volatility forecasting; Commerce; Economic analysis; Electronic trading; Financial markets; Forecasting; Prediction models; Principal component analysis; Auto-regressive; Chinese stock market; Common factors; Deep learning; Factor model; Forecasting volatility; Hybrid model; Latent factor models; Principal-component analysis; Volatility forecasting; Deep learning,Article,Yes,No,No,SC01; SC06,M-0041,Abstract available,Exclude,E12,Stock-market study focuses on volatility/risk rather than an eligible price/return/direction/trend forecasting target.,stock market,forecast; forecasting; prediction,deep learning; hybrid model,volatility forecasting
doi:10.1002/fut.70008,Forecasting Chinese Stock Market Volatility With Intraday and Overnight Volatility Components of INE Oil Futures,Chen Q.; Huang Z.,2025,Journal of Futures Markets,10.1002/fut.70008,"This paper investigates the role of different volatility components of the Shanghai International Energy Exchange (INE) oil futures, including intraday, overnight, and the first half-hour components, in forecasting Chinese stock market volatility. Using 5-min realized volatility (RV) as realized volatility measure (RM), the log-HAR models are applied to generate one-step-ahead forecasts for three Chinese stock indices (CSI 300, SHSE and SZSE). Our out-of-sample results show that the model extended with 5-min RV of INE oil futures does not generate more accurate volatility forecasts than the baseline log-HAR model. However, the overnight volatility of INE oil futures significantly improves forecasting accuracy. Our results are robust across different estimation schemes, estimation windows, out-of-sample periods, and evaluation methods. Additionally, using Bi-Power Variation (BPV) as an alternative RM yields consistent results. Overall, the results highlight the importance of incorporating the overnight volatility component of INE oil futures in forecasting Chinese stock market volatility. © 2025 Wiley Periodicals LLC.",Bi-Power Variation; Chinese stock market; HAR model; INE crude oil futures; realized volatility; volatility forecasting,Article,Yes,No,No,SC06,M-0043,Abstract available,Exclude,E12,Stock-market study focuses on volatility/risk rather than an eligible price/return/direction/trend forecasting target.,csi 300; stock market,forecasting,,crude oil; volatility forecasting
doi:10.1002/ijfe.2805,Volatility forecasting with Hybrid-long short-term memory models: Evidence from the COVID-19 period,Yang A.; Ye Q.; Zhai J.,2024,International Journal of Finance and Economics,10.1002/ijfe.2805,"Volatility forecasting, a central issue in financial risk modelling and management, has attracted increasing attention after several major financial market crises. In this article, we draw upon the literature on volatility forecasting and hybrid models to construct the Hybrid-long short-term memory (LSTM) models to forecast the intraday realized volatility in three major US stock indexes. We construct the hybrid models by combining one or multiple traditional time series models with the LSTM model, and incorporating either the estimated parameters, or the predicted volatility, or both from the statistical models as additional input values into the LSTM model. We perform the out-of-sample test of our Hybrid-LSTM models in volatility forecasting during the coronavirus disease 2019 (COVID-19) period. Empirical results show that the Hybrid-LSTM models can still significantly improve the volatility forecasting performance of the LSTM model during the COVID-19 period. By analysing how the construction methods may influence the forecasting performance of the Hybrid-LSTM models, we provide some suggestions on their design. Finally, we identify the optimal Hybrid-LSTM model for each stock index and compare its performance with the LSTM model on each day during our sample period. We find that the Hybrid-LSTM models' great capability of capturing market dynamics explains their good performance in forecasting. © 2023 John Wiley & Sons Ltd.",COVID-19; Hybrid-long short-term memory model; stock market volatility; volatility forecasting; United States; COVID-19; financial market; forecasting method; numerical model; stock market; time series analysis,Article,Yes,No,No,SC01; SC06,M-0045,Abstract available,Exclude,E12,Stock-market study focuses on volatility/risk rather than an eligible price/return/direction/trend forecasting target.,stock index; stock market,forecast; forecasting,attention; lstm,volatility forecasting
doi:10.1002/ijfe.70091,Enhancing Market Predictability and Investment Decision-Making: Machine Learning Models for Predicting Stock Market Crashes in China,Zhou M.; Ma Y.; Ni H.,2026,International Journal of Finance and Economics,10.1002/ijfe.70091,"This study aims to enhance the predictive accuracy of China's stock market crashes and optimise the investment decision-making process by leveraging machine learning techniques and a diverse array of constructed aggregate factors. The empirical analysis validates the superior market-timing capabilities of machine learning tools, particularly the feedforward neural network, in comparison to the conventional logistic regression model. This advancement, in turn, translates into nontrivial economic benefits for mean–variance investors across various portfolio types, even after accounting for trading costs. Moreover, our findings illuminate that stocks with small capitalisations, traded on the Shenzhen Stock Exchange, and within aggressive industry sectors exhibit heightened sensitivity to market crashes. Additionally, we identify substantial supplementary effects of aggregate market-level characteristics in conjunction with well-established macro factors. Notably, momentum, valuation and liquidity emerge as the most influential market-level feature groups in predicting market crashes. © 2025 John Wiley & Sons Ltd.",crash determinants; investment decision; machine learning; model evaluation; stock market crashes; China; decision making; machine learning; modeling; stock market,Article,Yes,No,No,SC01,M-0047,Abstract available,Exclude,E12,Stock-market topic but no eligible price/return/direction/trend forecasting task,stock market,,machine learning; neural network,
doi:10.1002/isd2.12346,Portfolio management with the help of AI: What drives retail Indian investors to robo-advisors?,Banerjee S.,2025,Electronic Journal of Information Systems in Developing Countries,10.1002/isd2.12346,"Portfolio management is a critical component of financial investments. With the advent of artificial intelligence (AI)-driven portfolio management, retail investors have the choice to utilize cutting-edge technology to manage their investment portfolios. This study analyzes and portrays the effects of factors influencing the adoption of financial robo-advisors (FRAs) among retail investors in India. A framework comprising eight constructs is proposed to understand FRA adoption. Structural equation modeling (SEM) was used to analyze data from 387 respondents among Indian retail investors using the IBM SPSS AMOS version 28 software package. The results indicate that technology readiness and financial literacy are the two strongest predictors of the behavioral intention to adopt FRA. Additionally, this study provides empirical evidence that social influence and investor type are relevant determinants of customers' decisions to adopt FRA. This study provides managers with guidance on the target segment of consumers for FRA and insights into the drivers of adoption. It further highlights the importance of investor profiling beyond just demographics to improve adoption. © 2024 John Wiley & Sons Ltd.",artificial intelligence; finance; Fintech; Indian stock market; portfolio management; Robo-advisors,Article,Yes,No,No,SC01,M-0050,Abstract available,Exclude,E12,Stock-market topic but no eligible price/return/direction/trend forecasting task,stock market,,artificial intelligence,
doi:10.1002/ise3.86,Factor timing in the Chinese stock market,Wu Y.,2024,International Studies of Economics,10.1002/ise3.86,"I conduct an exploratory study about the feasibility of factor timing in the Chinese stock market, covering 24 representative and well-identified risk factors in 10 categories from the literature. The long–short portfolio of short-term reversal exhibits strong out-of-sample predictability, which is robust across various models and all types of predictors. This predictability is significant both statistically and economically, with a simple investment strategy obtaining its return three times higher than the buy-and-hold return in the sample period and a significant annualized 20.4% CH-3 alpha. Portfolio historical volatility and market volatility measurement predictors play crucial roles in the reversal factor premium's robust predictability. However, such results are not evident in predicting all other factors' long–short portfolios as well as all factors' long-wing and short-wing portfolios, and this failure cannot be attributed to their exposure to unpredictable market returns. © 2024 The Author(s). International Studies of Economics published by John Wiley & Sons Australia, Ltd on behalf of Shanghai University of Finance and Economics.",China; factor investing; return predictability; reversal,Article,Yes,No,No,SC06,M-0051,Abstract available,Exclude,E12,Stock-market topic but no eligible price/return/direction/trend forecasting task,stock market,,,
doi:10.1007/978-3-031-61037-0_18,Realized Stock-Market Volatility: Do Industry Returns Have Predictive Value?,Demirer R.; Gupta R.; Pierdzioch C.,2024,Intelligent Systems Reference Library,10.1007/978-3-031-61037-0_18,"Yes, they do. Utilizing a machine-learning technique known as random forests to compute predictions of realized (good and bad) stock-market volatility, we show that incorporating the information in lagged industry returns can help improve out-of-sample predictions of aggregate stock-market volatility. While the predictive contribution of industry level returns is not constant over time, industrials and materials play a dominant predictive role during the aftermath of the 2008 global financial crisis, highlighting the informational value of real economic activity on stock-market volatility dynamics. Finally, we show that incorporating lagged industry returns in aggregate level volatility predictions is beneficial particularly when under-predicting market volatility is costly, yielding greater economic benefits as the degree of risk aversion increases. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",Industry returns; Market efficiency and information; Realized volatility; Stock market,Book chapter,Yes,No,No,SC06,M-0056,Abstract available,Exclude,E12,Stock-market topic but no eligible price/return/direction/trend forecasting task,stock market; stock-market,,,
doi:10.1007/s00180-025-01709-z,IAOA-LSTM: a hybrid model for stock portfolio optimization,Oyewola D.O.; Omotehinwa T.O.; Kehinde T.O.; Hammawa Y.,2026,Computational Statistics,10.1007/s00180-025-01709-z,"Portfolio optimization remains a central challenge in finance, demanding accurate stock forecasting and effective risk-return trade-offs. This study introduces a novel hybrid model, the Improved Arithmetic Optimization Algorithm Long Short-Term Memory (IAOA-LSTM), tailored for portfolio selection in the biotechnology and oil & gas sectors. Leveraging a decade-long dataset comprising daily prices of 50 representative stocks, the proposed model integrates the temporal modeling strength of LSTM with the global search capabilities of an enhanced Arithmetic Optimization Algorithm. Comparative analyses against standard Long Short Term Memory (LSTM), Gated Recurrent Unit (GRU), Grid Search LSTM(GRID-LSTM), Random Search LSTM (RANDOM-LSTM), Genetic Algorithm LSTM (GA-LSTM) models demonstrate IAOA-LSTM’s superior predictive performance, achieving the lowest errors. Stocks were ranked using a reconstruction error-based metric, and the most predictable were selected to construct optimized portfolios. Furthermore, the efficient frontier, derived via Monte Carlo simulations, identified the portfolio with the highest Sharpe ratio at volatility-return coordinates, offering the most favorable risk-adjusted return. Rigorous statistical testing confirms the model’s significant improvement over benchmarks. These findings underscore the potential of IAOA-LSTM in enhancing investment strategies through deep learning (DL) and bio-inspired optimization. By aligning sector-specific dynamics with advanced modeling, this research offers a robust decision-support tool for investors aiming to maximize returns under uncertainty. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2026.",Arithmetic optimization algorithm; Efficient frontier; GRU; LSTM; Portfolio optimization; Stock market; Stocks,Article,Yes,No,No,SC01; SC04,M-0061,Abstract available,Exclude,E04,Portfolio optimization/asset allocation without an explicit eligible stock forecasting task,stock forecasting; stock market,forecasting,deep learning; gru; hybrid model; lstm,
doi:10.1007/s00500-023-08496-z,Forecasting China’s stock market risk under the background of the Stock Connect programs,Chen W.; Chen B.; Cai X.,2024,Soft Computing,10.1007/s00500-023-08496-z,"With the opening of the Stock Connect programs, the mainland China and Hong Kong stock markets are becoming more closely linked. In this paper, we develop a China’s stock market risk early warning system. The proposed early warning system consists of three components. First, we use value at risk (VaR) to identify the stock market risk in which stock market risk is divided into multiple categories instead of two categories. Second, we construct a comprehensive indicator system in which basic indicators, technical indicators, overseas return rate indicators, and macroeconomic indicators are considered simultaneously. Third, we use four machine learning models, namely long short-term memory (LSTM), gate recurrent unit (GRU), multilayer perceptron (MLP), and EXtreme Gradient Boosting algorithm (XGBoost), to predict China’s stock market risk. Experimental results show that: (1) Considering the macroeconomic indicators and basic indicators of Shanghai Composite Index (SSEC), ShenZhen Component Index (SZCZ) and Hang Seng Index (HSI) can significantly improve the performance of predicting China’s stock market risk. (2) The opening of SH-HK Stock Connect program improves the predictive performance, but the opening of SZ-HK Stock Connect program decreases the predictive performance. (3) The indicators related to Hong Kong become more important after the SZ-HK Stock Connect program. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",Early warning system; Multiple categories; Stock market risk; The Stock Connect programs; Value at Risk; Adaptive boosting; Commerce; Financial markets; Long short-term memory; Value engineering; Early Warning System; Hong-kong; Macroeconomic indicators; Mainland chinas; Market risks; Multiple category; Predictive performance; Stock market risk; The stock connect program; Value at Risk; Forecasting,Article,Yes,No,No,SC01,M-0066,Abstract available,Exclude,E12,Stock-market study focuses on volatility/risk rather than an eligible price/return/direction/trend forecasting target.,hang seng; stock market,forecasting; predict,gradient boosting; gru; lstm; machine learning; mlp; xgboost,value at risk
