UID,Title,Authors,Year,Venue,DOI,Abstract,Keywords,Document_Type,Scopus,ScienceDirect,Elicit,Query_Hits,Master_ID,Evidence_Level,Screening_Decision,Exclusion_Code,Exclusion_Reason,Stock_Evidence,Prediction_Evidence,AI_Evidence,NonTarget_Evidence
doi:10.1016/j.cosrev.2025.100725,"Advances in natural language processing for healthcare: A comprehensive review of techniques, applications, and future directions",Fatmah Alafari and Maha Driss and Asma Cherif,2025,Computer Science Review,10.1016/j.cosrev.2025.100725,"Natural Language Processing (NLP) techniques have gained significant traction within the healthcare domain for analyzing textual healthcare-related datasets, sourced primarily from Electronic Health Records (EHR) and increasingly from social networks. This study delves into applying NLP technologies within the healthcare sector, drawing insights from textual datasets from various sources. It reviews the relevant articles from 2019 to 2023 and compares the pertinent solutions included therein. In addition, it explores the various NLP technologies used for processing healthcare datasets in multiple languages. The review focuses on existing studies related to various medical conditions, including cancer and chronic and infectious diseases. It categorizes these cutting-edge studies into four different NLP task categories: prediction and detection, text analysis and modeling, information processing, and other healthcare applications. Notably, the findings reveal that the most prevalent NLP tasks employed in healthcare revolve around risk prediction and text classification. Moreover, the study identifies a pressing need for more extensive research that encompasses the utilization of non-textual medical datasets from EHR, such as X-rays, computed tomography (CT) scans, and magnetic resonance imaging (MRI) scans. A key observation is that much of the current research studies about NLP related to the healthcare field were primarily using conventional data processing methods, such as ML and DL techniques. Despite their success, these methods frequently have several distinct limitations as they are not able to handle large-scale, complex datasets. In contrast, there is less focus on sophisticated technologies such as big data analytics and transformer-based modeling. Big data analytics can manage massive amounts of unstructured data from sources such as EHRs and social media, providing a more comprehensive insight into healthcare patterns. Transformer models, like BERT and GPT, are designed to detect complex patterns and contextual relationships in text, making them particularly useful for medical text classification, sentiment analysis, and disease prediction. Current research studies have not fully explored the potential of these advanced technologies, which could significantly increase the efficiency and scalability of natural language processing applications in healthcare. This highlights opportunities for further exploration and innovation within the domain of NLP in healthcare.","Natural Language Processing (NLP), Machine learning, Deep learning, Medical NLP, Social networks, Twitter, Electronic Health Records (EHR), Healthcare",Article,No,Yes,No,SD01; SD05,M-0571,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,prediction,bert; deep learning; machine learning; transformer,
doi:10.1016/j.cosrev.2025.100805,"Sand cat swarm optimization: A comprehensive review of algorithmic advances, structural enhancements, and engineering applications",Mehdi Hosseinzadeh and Jawad Tanveer and Amir Masoud Rahmani and Farhad Soleimanian Gharehchopogh and Ramin Abbaszadi and Sang-Woong Lee and Jan Lansky,2025,Computer Science Review,10.1016/j.cosrev.2025.100805,"Metaheuristic algorithms, as powerful computational tools, play a significant role in solving complex optimization problems in the field of engineering. Among these algorithms, the Sand Cat Swarm Optimization (SCSO) algorithm, inspired by the hunting behaviour of sand cats, has shown considerable potential in addressing combinatorial problems and real-world applications. In this survey paper, a systematic and comprehensive review of the basic structure and extended versions of the SCSO has been conducted. Papers related to SCSO have been collected from 5 major databases (Elsevier, Springer, IEEE, MDPI, and Wiley). Elsevier and Springer contain the largest share of articles, with 32% and 26%, respectively. In this paper, binary, multi-objective, and hybrid versions have been thoroughly reviewed. Also, the application of the SCSO in various engineering fields, including structural engineering, energy systems, biomedical computing, and control systems, has been fully investigated. The field of engineering problems and Electronics-Power include the highest percentage of SCSO usage, with 20% and 24%, respectively. The results of statistical analyses show that the improved versions of SCSO outperform the basic metaheuristic algorithms in stability of results, convergence speed, and final quality of answers.","Metaheuristic algorithms, Combinatorial problems, Engineering optimization, Structural mechanics, Sand cat swarm optimization, Bio-inspired computing",Article,No,Yes,No,SD01; SD04,M-0572,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,,
doi:10.1016/j.cosrev.2025.100813,A decade systematic review of fusion techniques in financial market prediction,Soheila Mehrmolaei and Mohammad Saniee Abadeh,2025,Computer Science Review,10.1016/j.cosrev.2025.100813,"Financial markets are structured systems that facilitate investment, trading, and economic growth at both global and local levels. Accurate and reliable prediction in these markets is essential for making profitable decisions. However, the inherent complexity of financial markets, influenced by numerous external factors, makes it difficult to perform analysis and forecasting. In this context, fusion techniques have emerged as a strong and well-known approach, integrating data and features from multiple sources to enhance prediction accuracy. This paper presents a systematic review of studies on fusion techniques in financial market prediction, covering research published between 2016 and 2025. The primary objective is to provide a comprehensive understanding of the role of fusion techniques in financial market prediction from both macro and micro perspectives. To achieve this, we categorize fusion techniques based on level of integration, analyzing their benefits, limitations, and applications. Additionally, we discuss the necessity of fusion approaches, open challenges, and potential future advancements in this domain. Our review emphasizes the growing adoption of multimodal text data fusion using large language models (LLMs) as a promising trend to enhance prediction reliability. Also, we identify key research directions and emerging trends that are expected to shape the future development of fusion-based financial market prediction methods.","Financial market, Fusion, Deep learning, Data analysis, Heterogeneous resources, LLMs",Article,No,Yes,No,SD01,M-0573,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,forecasting; prediction,deep learning,
doi:10.1016/j.cosrev.2025.100883,A survey of transformer networks for time series forecasting,Jingyuan Zhao and Fulin Chu and Lili Xie and Yunhong Che and Yuyan Wu and Andrew F. Burke,2026,Computer Science Review,10.1016/j.cosrev.2025.100883,"Time-series data support critical functions in forecasting, anomaly detection, resource optimization, and real-time decision making across finance, healthcare, energy systems, and networked computing. Classical statistical approaches and early deep-learning architectures (RNNs, LSTMs, CNNs) have achieved notable progress, yet they exhibit structural limitations: recurrent models struggle with long-range dependencies, convolutional models require deep stacking to enlarge receptive fields, and both scale suboptimally to high-dimensional and high-volume data. Transformer architectures—characterized by global attention mechanisms, flexible temporal receptive fields, and growing adoption within foundation-model paradigms—have consequently gained increasing prominence for modern time-series analysis. Drawing on a systematic review of IEEE Xplore, ACM Digital Library, and Scopus (2020–2025), this survey offers a unified, theoretically grounded synthesis of Transformer-based methods for time-series learning. The survey summarizes defining characteristics of time-series data and analyzes core architectural elements, including attention formulations, encoder–decoder structures, hyperparameter design, and domain-specific adaptations. An architecture-centered and task-aware taxonomy is presented to organize recent advances across forecasting, representation learning, anomaly detection, and multimodal fusion. Persistent challenges—spanning computational scalability, data-efficiency constraints, distributional heterogeneity, overfitting risks, hyperparameter instability, interpretability, and reproducibility—are examined in depth. A forward-looking research agenda is outlined, highlighting opportunities in physics-informed architectural design, hybrid neural–mechanistic modeling, resource-efficient real-time inference, multi-resolution spatiotemporal learning, and emerging human–AI collaborative paradigms. By consolidating these methodological developments, this survey aims to provide a structured reference point for ongoing research on Transformer models for time-series machine learning.","Transformers, Time series, Sequence modeling, Attention mechanisms, Representation learning, Neural Networks, Survey",Article,No,Yes,No,SD01; SD04; SD05,M-0574,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,forecasting,attention; convolutional; machine learning; transformer,
doi:10.1016/j.dajour.2024.100417,Integrating sentiment analysis with graph neural networks for enhanced stock prediction: A comprehensive survey,Nabanita Das and Bikash Sadhukhan and Rajdeep Chatterjee and Satyajit Chakrabarti,2024,Decision Analytics Journal,10.1016/j.dajour.2024.100417,"There has been significant interest in integrating sentiment analysis with graph neural networks (GNNs) for stock prediction tasks. This article thoroughly reviews the application of GNNs in conjunction with sentiment analysis for stock prediction. This study introduces the fundamental concepts of GNNs and sentiment analysis, emphasizing their respective contributions to the stock prediction domain and underlining the limitations of conventional methods. The potential advantages of combining GNNs and sentiment analysis in this context are highlighted. A comprehensive review of the literature on this subject is subsequently undertaken, covering diverse approaches and techniques utilized for sentiment analysis and stock prediction through the application of GNNs. Various graph structures, such as stock and investor networks, are used to represent financial data, and methodologies employed to incorporate sentiment analysis within these networks are explored. Challenges related to data collection, preprocessing, and annotation are discussed, along with the sources of sentiment data, including news articles, social media feeds, and financial reports. Evaluation metrics and performance benchmarks utilized to assess the precision and efficacy of GNN-based stock prediction models are also examined. This article highlights the limitations and unanswered research questions in this field, paving the way for future investigations. This article provides a comprehensive roadmap for utilizing GNNs with sentiment analysis to enhance stock prediction accuracy. It is a valuable resource for researchers and practitioners interested in exploring and advancing this emerging interdisciplinary domain.","Graph neural networks, Stock prediction, Sentiment analysis, Market sentiment",Article,No,Yes,No,SD01; SD02; SD03; SD05,M-0581,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock prediction,prediction,gnn; graph neural,
doi:10.1016/j.dajour.2024.100470,A systematic review of hyperparameter optimization techniques in Convolutional Neural Networks,Mohaimenul Azam Khan Raiaan and Sadman Sakib and Nur Mohammad Fahad and Abdullah Al Mamun and Md. Anisur Rahman and Swakkhar Shatabda and Md. Saddam Hossain Mukta,2024,Decision Analytics Journal,10.1016/j.dajour.2024.100470,"Convolutional Neural Network (CNN) is a prevalent topic in deep learning (DL) research for their architectural advantages. CNN relies heavily on hyperparameter configurations, and manually tuning these hyperparameters can be time-consuming for researchers, therefore we need efficient optimization techniques. In this systematic review, we explore a range of well used algorithms, including metaheuristic, statistical, sequential, and numerical approaches, to fine-tune CNN hyperparameters. Our research offers an exhaustive categorization of these hyperparameter optimization (HPO) algorithms and investigates the fundamental concepts of CNN, explaining the role of hyperparameters and their variants. Furthermore, an exhaustive literature review of HPO algorithms in CNN employing the above mentioned algorithms is undertaken. A comparative analysis is conducted based on their HPO strategies, error evaluation approaches, and accuracy results across various datasets to assess the efficacy of these methods. In addition to addressing current challenges in HPO, our research illuminates unresolved issues in the field. By providing insightful evaluations of the merits and demerits of various HPO algorithms, our objective is to assist researchers in determining a suitable method for a particular problem and dataset. By highlighting future research directions and synthesizing diversified knowledge, our survey contributes significantly to the ongoing development of CNN hyperparameter optimization.","Convolutional Neural Network, Hyperparameter optimization Analysis, Optimizer, Activation function",Article,No,Yes,No,SD01; SD04; SD05,M-0583,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,cnn; convolutional; deep learning; neural network,
doi:10.1016/j.dajour.2025.100584,A systematic review of sentiment analytics in banking headlines,Muhunthan Jayanthakumaran and Nagesh Shukla and Biswajeet Pradhan and Ghassan Beydoun,2025,Decision Analytics Journal,10.1016/j.dajour.2025.100584,"This systematic review investigates sentiment analysis of news headlines in the banking sector, a field susceptible to public sentiment, as demonstrated by phenomena like bank runs leading to rapid deposit withdrawals. We trace the evolution of analytic methods from traditional machine learning to advanced deep learning models, notably Bidirectional Encoder Representations from Transformer (BERT) and Generative Pre-trained Transformer (GPT). Our study highlights their applications including headline generation, sentiment measurement, fake news detection, and analysis of political bias. Despite significant advancements, we uncover research gaps, such as the ineffective use of these methodologies in banking analysis, the underuse of GPT, and a focus on performance rather than practical application. Looking ahead, we note the increasing significance of Large Language Model (LLM), the untapped potential of headline analysis in banking, and the growing interest in this area spurred by rapid technological advancements. Our findings emphasise the pivotal role of sentiment analysis in deciphering market trends and improving decision making in finance, underscoring its strategic importance in the banking industry.","Sentiment analysis, Predictive modelling, Text mining, Banking headlines, Market trends",Article,No,Yes,No,SD01; SD04; SD05,M-0584,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,bert; deep learning; large language model; llm; machine learning; transformer,
doi:10.1016/j.dajour.2025.100644,An analytical assessment of sentiment analysis trends and methods through systematic review and topic modeling,Chelsey Hill and Fatima Irshaidat and Marina Johnson and Jorge Fresneda,2025,Decision Analytics Journal,10.1016/j.dajour.2025.100644,"Sentiment Analysis (SA) applies Artificial Intelligence (AI) and Machine Learning (ML) techniques to identify and interpret opinions, emotions, and sentiment polarity in text data. This study presents a systematic literature review of SA research published between 2012 and 2024 using a dataset of 14,482 journal articles indexed in Scopus. The primary objective of this research is to provide a data-driven overview of the evolution of SA research, offering insights into methodological evolutions, emerging application areas, and the growing influence of AI in the field. The research findings reveal a multidisciplinary growth of SA research, with increasing contributions from Health Sciences and Physical Sciences areas, alongside traditional domains such as Computer Science and Engineering. Author keyword trends highlight a methodological shift from lexicon and ML-based approaches towards AI and Deep Learning (DL) techniques, with the rising prominence of models such as CNN, LSTM, and BERT. We also employ topic modeling and identify that SA’s significant methodological and application themes include business, public health, education, and social media.","Sentiment analysis, Machine learning, Text classification, Data-driven analytics, Topic modeling, Bibliometric analysis",Article,No,Yes,No,SD01; SD04; SD05,M-0588,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,artificial intelligence; bert; cnn; deep learning; lstm; machine learning,
doi:10.1016/j.engappai.2025.111225,A survey on state-of-the-art deep learning applications and challenges,Mohd Halim Mohd Noor and Ayokunle Olalekan Ige,2025,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2025.111225,"Deep learning, a branch of artificial intelligence, is a data-driven method that uses multiple layers of interconnected units or neurons to learn intricate patterns and representations directly from raw input data. Empowered by this learning capability, it has become a powerful tool for solving complex problems and is the core driver of many groundbreaking technologies and innovations. Building a deep learning model is challenging due to the algorithm’s complexity and the dynamic nature of real-world problems. Several studies have reviewed deep learning concepts and applications. However, the studies mostly focused on the types of deep learning models and convolutional neural network architectures, offering limited coverage of the state-of-the-art deep learning models and their applications in solving complex problems across different domains. Therefore, motivated by the limitations, this study aims to comprehensively review the state-of-the-art deep learning models in computer vision, natural language processing, time series analysis and pervasive computing, and robotics. We highlight the key features of the models and their effectiveness in solving the problems within each domain. Furthermore, this study presents the fundamentals of deep learning, various deep learning model types and prominent convolutional neural network architectures. Finally, challenges and future directions in deep learning research are discussed to offer a broader perspective for future researchers.","Deep learning, Fundamentals, Computer vision, Natural language processing, Time series analysis, Robotics, Challenges",Article,No,Yes,No,SD01; SD02; SD05,M-0680,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,artificial intelligence; convolutional; deep learning; neural network,
doi:10.1016/j.engappai.2026.115471,Feature selection methods on deep learning algorithms for stock price forecasting: A systematic literature review,Fatih Sarıkoç,2026,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2026.115471,"Stock price forecasting is a difficult endeavor because of the extremely dynamic and nonlinear nature of the data. Deep learning methods have gained widespread usage as powerful tools for capturing complex temporal patterns and dependencies in financial time series, since deep architectures can autonomously extract useful features from raw, high-dimensional data. While feature selection is a well-established method for improving classical machine learning models, its role in deep learning remains ambiguous. This systematic review explores whether feature selection improves the predictive accuracy and efficiency of deep learning models in stock market forecasting. To clarify this, we carried out a thorough literature search across several scientific databases. We analyzed empirical outcomes from peer-reviewed papers published between 2010 and 2025, with a focus on strategies that combine feature selection techniques with deep learning models. This review relies on the main categories of feature selection methods as filters, wrappers, embeddings, and hybrid approaches while investigating their performances over various deep learning architectures, including long short-term memory networks, gated recurrent units, recurrent neural networks, convolutional neural networks, and transformer models. By analyzing trends from empirical reports, this study offers insights into the integration of feature selection methods with deep learning models to improve the performance of financial forecasting applications. In the dynamic field of quantitative finance, we also pinpoint research gaps and potential avenues for feature selection techniques on deep learning frameworks.","Feature selection, Stock forecasting, Machine learning, Deep learning, Systematic review",Article,No,Yes,No,SD01; SD02; SD03; SD04; SD05,M-0706,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock forecasting; stock market; stock price,forecasting,convolutional; deep learning; machine learning; recurrent neural; transformer,
doi:10.1016/j.eswa.2024.125277,A stratified review of COVID-19 infection forecasting and an efficient methodology using multiple domain-based transfer learning,Sandeep Kumar and Sonakshi Garg and Pranab K. Muhuri,2025,Expert Systems with Applications,10.1016/j.eswa.2024.125277,"The initial outbreak of COVID-19 was reported in December 2019, China. The pandemic has led to unforeseen challenges, causing unimaginable devastation of the economic and social disruption since its inception. An effective approach for forecasting infections will be beneficial for the health sector and administration in better strategic planning and proficient management of all necessary schemes towards preventive and curative treatments. Most existing studies consider image dataset for COVID-19 prediction, whereas studies involving structural data are very rare. Thus, initially the main focus of this paper is to provide an exhaustive review that discusses about COVID-19 forecasting papers with emphasis on structural data. Then, this paper introduces a pioneering approach to COVID-19 infection forecasting, utilizing structural datasets instead of traditional image datasets. It presents a novel multi-source transfer-learning framework to enhance prediction accuracy, integrating demographic, economic, and COVID-19 data for intra-provincial spread forecasts. The COVID-19 forecasting depends on several parameters such as its current statistics, geographical area, population density and economic status like GDP etc. However, the dataset generated for an individual province of a country is alone inadequate for the precise forecast, as it faces data scarcity. Thus, transfer learning helps in such cases, where the dataset has been collected from multiple provinces. Since, it is a time-series data, thus we also consider lagged features for efficient prediction of COVID cases. Thus, apart from the detailed review, this study also aims to develop robust machine learning models by proposing a novel and efficient multi-source transfer learning technique for accurate forecasting of COVID-19 in a province. The proposed approach has been evaluated over a wide range of datasets involving sixty-two different provinces belonging to a diverse set of countries. We also performed hyperparameter tuning using Bayesian optimisation to optimise the machine learning models used. Later, we performed Friedman and Nemenyi test to compare the results generated from different models. Empirical evidence proved that forecasting using the proposed approach is much more precise with the simpler models such as decision trees as compared to complex models. In cases of data scarcity, when target domain data could not be used for training/fine-tuning the models, simpler models are far more powerful due to their generalization capabilities than complex models. Hence, the proposed methodology is promising and valuable for governments and organizations to deal with the challenges of any pandemic outbreak for better healthcare planning and management, even when the data is in scarcity.","COVID-19, Gross domestic product (GDP), Infection forecasting, Machine learning regression models, Multi-source domain dataset, Multi-source transfer learning, Province-specific data",Article,No,Yes,No,SD01; SD04,M-0771,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,forecast; forecasting; prediction,machine learning,
doi:10.1016/j.eswa.2024.125780,How to optimize modern portfolio theory? A systematic review and research agenda,Zhao Y.; Wang J.; Wang Y.; Lv M.,2025,Expert Systems with Applications,10.1016/j.eswa.2024.125780,"Consumer upgrading and growing investment demand have brought portfolio management to the forefront. As scholarly investigations garner pace in this field of inquiry, a critical assessment of the existing body of knowledge on portfolio optimization is imperative. However, existing portfolio literature reviews mainly focus on a single perspective, neglecting the comprehensive exploration of multiple perspectives and disciplines. Therefore, this paper systematically reviews the diverse and fragmented literature, offering insights from theoretical, methodological, and practical perspectives. Our purpose is to summarize cutting-edge research themes in portfolio optimization and provide guidance for improving modern portfolio theory. Specifically, based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) method, 224 academic articles published between 2019 and 2024 were analyzed. Three main findings are highlighted. First, enhancements to the mean–variance (M−V) model focus on risk measurement, realistic constraints, risk attitude, and multi-stage portfolios. Second, artificial intelligence (AI) in portfolio management is primarily applied in stock market forecasting, sentiment analysis, and model solving. Finally, AI technologies are increasingly focused on enhancing and optimizing algorithm efficiency, stability, scalability, and interpretability. Based on the multi-perspective literature analysis, this paper proposes future research opportunities. This study not only lays a theoretical foundation for advancing the process of portfolio optimization but also provides valuable insights for investment practice, contributing to the healthy development of capital markets and maintaining financial security. © 2024 Elsevier Ltd",Artificial intelligence; Literature review; Portfolio; Stock market forecasting; Critical assessment; Literature reviews; Modern portfolio theories; Portfolio; Portfolio managements; Portfolio optimization; Research agenda; Stock market forecasting; Systematic research; Systematic Review; Decentralized finance,Review,Yes,Yes,No,SC01; SD01; SD02; SD04; SD05,M-0775,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,forecasting,artificial intelligence,
doi:10.1016/j.eswa.2025.127235,A comprehensive survey on techniques for numerical similarity measurement,Surendra Gupta and Urjita Thakar and Sanjiv Tokekar,2025,Expert Systems with Applications,10.1016/j.eswa.2025.127235,"Similarity measures are a fundamental component of various data analysis and machine learning tasks, including clustering, classification, and recommender systems. With the growing scale, diversity and complexity of data, selecting the appropriate similarity measure has become a crucial step in achieving accurate results. Over the course of about three hundred years of development, a number of numerical similarity measurement techniques based on various machine learning and data analysis mechanisms have been proposed. Despite significant advancements in the field, a thorough and unified overview of cutting-edge developments in numerical similarity measures is lacking. The objective of this survey is to provide a comprehensive and structured overview of numerical similarity measurement techniques, thereby bridging the existing gap in the literature. This includes historical methods such as Euclidean, Manhattan, Pearson, Spearman, Jaccard, and Cosine measures, as well as newer techniques like transformers and attention mechanisms. This survey paper present taxonomy of current progresses and classify them into four groups: (1) correlation-based numerical similarity measures, (2) distance-based numerical similarity measures, (3) probability-based numerical similarity measures, and (4) set-based numerical similarity measures. The mathematical foundations, benefits, and limitations of each technique, as well as their applications in a variety of disciplines are discussed. This survey paper also highlights the integration of transformer and attention mechanisms with various similarity measures, including graph-based, hybrid, fuzzy-based, and kernelized approaches, among others. These methodologies enhance the accuracy and robustness of similarity assessments by capturing complex relationships and contextual nuances in data. Furthermore, the challenges and future research directions in developing new numerical similarity measures that can effectively handle high-dimensional complex data, heterogeneous data types, and capturing nonlinear relationships have been highlighted. This survey is intended to provide a comprehensive guide for academics and professionals in selecting and applying appropriate numerical similarity measures in their work.","Similarity measures, Distance-based measures, Correlation-based measures, Set-based measures, Probability-based measures, Data analysis, Machine learning, Information retrieval",Article,No,Yes,No,SD01,M-0789,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,attention; machine learning; transformer,
doi:10.1016/j.fss.2025.109697,Type-1 fuzzy functions for forecasting: A literature review and bibliometric analysis,Aysegul Yabaci Tak and Nihat Tak,2026,Fuzzy Sets and Systems,10.1016/j.fss.2025.109697,"Type-1 Fuzzy Functions (T1FFs) have emerged as a rule-free alternative to classical fuzzy inference systems for tackling forecasting problems, especially in the presence of uncertainty and nonlinearity. This study provides a comprehensive literature review and a bibliometric analysis of T1FFs in the context of forecasting. A dataset of 25 articles indexed in the Web of Science Core Collection was examined to assess research trends, author collaboration networks, influential publications, source journals, and key thematic areas. Our review identifies four main components in the design of T1FF-based models: input structure, clustering methods, forecasting models, and objective function optimization. Through citation and co-authorship network analysis, we highlight prominent researchers and collaborations within the field. Source journal analysis reveals publication hotspots, while co-word analysis identifies dominant themes such as “forecasting,” “robust regression,” and “metaheuristic optimization.” The results suggest growing academic interest and methodological diversification in the use of T1FFs, with Turkey leading international contributions. This study serves as a roadmap for researchers aiming to build or extend T1FF-based forecasting systems.","Type-1 fuzzy functions, Forecasting, Bibliometric analysis",Article,No,Yes,No,SD01,M-0889,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,forecasting,,
doi:10.1016/j.ijme.2025.101287,Exploring the impact of artificial intelligence on business talent development in higher education:A systematic literature review and research agenda,Qinglan Wu and Lanzhen Chen and Minwei Chen and Yangjie Huang,2026,The International Journal of Management Education,10.1016/j.ijme.2025.101287,"Against the strategic backdrop of the digital and intelligent transformation of global higher education, the emerging cluster of technologies with artificial intelligence (AI) at its core is fundamentally reshaping the operational logic and value ecosystem of business education systems. To comprehensively understand the current research landscape and progress of AI and business talent development, this study conducts a systematic literature review, retrieving 192 research articles published between 2015 and 2024 from the Scopus and Web of Science databases. Based on descriptive statistics and CiteSpace bibliometric analysis, this study summarizes the major progress and key findings of the past decade across four domains of business talent development in higher education. The study further provides practical implications for business school administrators and faculty, highlighting insufficient attention to macro-level issues such as core AI competencies, curriculum restructuring, and institutional resource support. It also notes the lack of in-depth reflection on the mechanisms through which AI is embedded in business talent development. In addition, through further analysis of theoretical frameworks and research methods, this study suggests that future academic research should explore emerging frontier topics such as artificial general intelligence and quantum algorithms, promote interdisciplinary integration of business education with neuroscience, social sciences, and environmental science, place greater emphasis on longitudinal research, and adopt research paradigms driven by both data and mechanisms.","Artificial intelligence, Big data, Business education, Management education",Article,No,Yes,No,SD01,M-0940,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,artificial intelligence; attention,
doi:10.1016/j.inffus.2024.102712,A survey on pragmatic processing techniques,Rui Mao and Mengshi Ge and Sooji Han and Wei Li and Kai He and Luyao Zhu and Erik Cambria,2025,Information Fusion,10.1016/j.inffus.2024.102712,"Pragmatics, situated in the domains of linguistics and computational linguistics, explores the influence of context on language interpretation, extending beyond the literal meaning of expressions. It constitutes a fundamental element for natural language understanding in machine intelligence. With the advancement of large language models, the research focus in natural language processing has predominantly shifted toward high-level task processing, inadvertently downplaying the importance of foundational pragmatic processing tasks. Nevertheless, pragmatics serves as a crucial medium for unraveling human language cognition. The exploration of pragmatic processing stands as a pivotal facet in realizing linguistic intelligence. This survey encompasses important pragmatic processing techniques for subjective and emotive tasks, such as personality recognition, sarcasm detection, metaphor understanding, aspect extraction, and sentiment polarity detection. It spans theoretical research, the forefront of pragmatic processing techniques, and downstream applications, aiming to highlight the significance of these low-level tasks in advancing natural language understanding and linguistic intelligence.","Pragmatic processing, Metaphor understanding, Sarcasm detection, Personality recognition, Aspect extraction, Sentiment polarity detection",Article,No,Yes,No,SD01; SD02; SD05,M-0951,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,,
doi:10.1016/j.iot.2025.101696,A systematic literature review on applications of explainable artificial intelligence in the financial sector,Abdullah Emir Cil and Kazim Yildiz,2025,Internet of Things,10.1016/j.iot.2025.101696,"The development of artificial intelligence undoubtedly affects every field containing data. Today, the integration of artificial intelligence into systems has gained momentum in a remarkable way. The use of artificial intelligence in finance has an important share among the areas where artificial intelligence is integrated. However, it is an issue that needs to be considered how safe it is when using artificial intelligence in a critical area such as finance. Many artificial intelligence algorithms used work as a closed box and there is no clear observation of how it works. At this point, the importance of the concept of explainable artificial intelligence emerges. In this study, a literature review has been conducted to examine the studies on explainable artificial intelligence algorithms used in the financial sector. In the literature study, answers to the questions of “which explainable artificial intelligence algorithms are used for which financial services”, “whether explainable artificial intelligence algorithms are really suitable for financial services”, “what effect the use of explainable artificial intelligence has on the performance of the financial services offered”, “what kind of data sets are preferred for the applications of explainable artificial intelligence algorithms in financial services” were sought.","Explainable artificial intelligence (XAI), Financial services, Model interpretability, Credit risk assessment, Fraud detection",Article,No,Yes,No,SD01; SD02; SD03; SD05,M-0994,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,artificial intelligence,
doi:10.1016/j.iref.2025.104719,Deep learning for financial forecasting: A review of recent trends,Sofia Giantsidi and Claudia Tarantola,2025,International Review of Economics & Finance,10.1016/j.iref.2025.104719,"Deep Learning (DL) has revolutionized financial forecasting, yet most reviews remain purely descriptive and lack actionable insight. This paper presents a comprehensive review of 187 Scopus-indexed studies (2020–2024) on DL applications for financial forecasting. We examine key DL architectures—Deep Multilayer Perceptrons, Recurrent Neural Network variants (Long Short-Term Memory (LSTM), Bidirectional LSTM, Gated Recurrent Units, and Reservoir Computing), Convolutional Neural Networks, Temporal Convolutional Networks, and Autoencoders. The studies are organized by forecasting task—stock, index, forex, commodity, bond, cryptocurrency, and volatility—and by model type (standalone vs. hybrid), preprocessing strategies, multi-modal feature integration (technical, fundamental, and sentiment signals), and novel methodological contributions. Our findings confirm the dominance of RNN-based models, particularly LSTMs, while hybrid architectures combining convolutional and recurrent components (i.e., CNN-LSTM) are increasingly used to capture complex spatial–temporal dependencies. Stock and index forecasting remain prevalent, though cryptocurrency prediction is emerging due to continuous trading and high volatility. Integrating diverse signals (technical, fundamental, and sentiment) improves robustness but remains inconsistently applied. To move beyond brand-name-focused literature, we propose a design-principles taxonomy encompassing sequential-memory frameworks, spatial–temporal hybrids, attention-augmented ensembles, preprocessing-augmented pipelines (e.g., EMD, VMD, wavelets), chaos/quantum-inspired hybrids, and application-oriented architectures supporting algorithmic trading, robo-advisors, and portfolio optimization. This taxonomy highlights design rationale, under-explored intersections, and practical guidance for model selection. Critical gaps persist, including robustness under extreme market conditions, lack of standardized evaluation protocols, finance-specific interpretability, and computational constraints for real-time deployment. We outline a forward-looking research agenda emphasizing resilience, interpretability, scalability, lightweight deployment, modular hybrid models, behavioral insights, meta-learning, causal reasoning, emerging paradigms, such as chaos-inspired, and quantum-enhanced models, and real-time and continual learning. By framing DL in financial forecasting as a design-centered challenge rather than a black-box prediction task, this review aims to guide the development of adaptive, transparent, and high-performing financial systems.","Machine learning, Deep learning, Time series prediction, Financial forecasting, Neural networks, Review",Article,No,Yes,No,SD01; SD02; SD04; SD05,M-1022,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,forecasting; prediction,attention; cnn; convolutional; deep learning; lstm; machine learning; neural network; recurrent neural; rnn,cryptocurrency; forex
